2018/3/15 13:16,1,1,1,1,2,7196.63,-2.677995598
2018/1/20 12:12,1,1,1,1,2,6100.81,0
2018/1/20 12:13,1,1,1,1,2,6089.05,-0.942261852
2018/1/20 12:14,1,1,1,1,2,6070.44,-0.248397435
2018/1/20 12:15,1,1,1,1,2,6063.11,-0.209773042
2018/1/20 12:16,1,1,1,1,2,6062.09,-0.297836658
2018/1/20 12:17,1,1,1,1,2,6060.37,-0.74124469
2018/1/20 12:18,1,1,1,1,2,6069.34,-0.164968746
2018/1/20 12:19,1,1,1,1,2,6070.85,-0.560482531
2018/1/20 12:20,1,1,1,1,2,6070.95,-0.636186341
2018/1/20 12:21,1,1,1,1,2,6076.47,-0.426069643
2018/1/20 12:22,1,1,1,1,2,6073.7,-0.151063965
2018/1/20 12:23,1,1,1,1,2,6064.76,0
2018/1/20 12:24,1,1,1,1,2,6043.17,-1.062329933
2018/1/20 12:25,1,1,1,1,2,6022.6,-0.648546147
2018/1/20 12:26,1,1,1,1,2,6005.4,-0.186598406
2018/2/15 12:56,1,1,1,1,2,6483.55,-1.58536287
2018/2/15 12:57,1,1,1,1,2,6480.41,-2.31042339
2018/2/15 12:58,1,1,1,1,2,6471.78,-2.041485163
2018/2/15 12:59,1,1,1,1,2,6468.88,-2.65312598
2018/2/15 13:00,1,1,1,1,2,6471.22,-2.452847017
2018/2/15 13:01,1,1,1,1,2,6483.81,-3.096478678
2018/2/15 13:02,1,1,1,1,2,6482.51,-2.495089542
2018/2/15 13:03,1,1,1,1,2,6479.24,-2.944714141
2018/2/15 13:04,1,1,1,1,2,6479.2,-2.785657429
2018/2/15 13:05,1,1,1,1,2,6481.77,-1.346314557
2018/2/15 13:06,1,1,1,1,2,6490.75,-0.518768186
2018/2/15 13:07,1,1,1,1,2,6491.16,-0.506408381
2018/2/15 13:08,1,1,1,1,2,6497.71,0
2018/2/15 13:09,1,1,1,1,2,6496.45,0.181105815
2018/2/15 13:10,1,1,1,1,2,6497.47,-0.404439983
2018/2/15 13:11,1,1,1,1,2,6496,0
2018/2/15 13:12,1,1,1,1,2,6491.9,-0.917810108
2018/2/15 13:13,1,1,1,1,2,6481.71,-1.485247459
2018/2/15 13:14,1,1,1,1,2,6458.93,-3.468729796
2018/2/15 13:15,1,1,1,1,2,6433.77,-4.052654831
2018/2/15 13:16,1,1,1,1,2,6425.13,-3.306639359
2018/2/15 13:17,1,1,1,1,2,6428.62,-3.936539648
2018/2/15 13:18,1,1,1,1,2,6429.92,-2.798176131
2018/2/15 13:19,1,1,1,1,2,6343.14,-0.588292094
2018/2/15 13:20,1,1,1,1,2,6323.64,0.557239724
2018/2/15 13:21,1,1,1,1,2,6093.549529,0.508998342
2018/2/16 12:27,1,1,1,1,2,6443.85,-0.707431844
2018/2/16 12:28,1,1,1,1,2,6444.58,0
2018/2/16 12:29,1,1,1,1,2,6439.26,-0.727956552
2018/2/16 12:30,1,1,1,1,2,6448.74,-0.521858138
2018/2/16 12:31,1,1,1,1,2,6453.37,-0.63309639
2018/2/16 12:32,1,1,1,1,2,6448.55,-0.574387312
2018/2/16 12:33,1,1,1,1,2,6446.49,-0.801498743
2018/2/16 12:34,1,1,1,1,2,6463.23,-1.010070466
2018/2/16 12:35,1,1,1,1,2,6473.31,-1.37313976
2018/2/16 12:36,1,1,1,1,2,6491.76,-1.513732551
2018/2/16 12:37,1,1,1,1,2,6500.49,-1.074959446
2018/2/16 12:38,1,1,1,1,2,6501.77,-1.289711071
2018/2/16 12:39,1,1,1,1,2,6513.09,-1.674410026
