2018/7/27 11:40,1,2,1,0,0,0,-1.585433672
2018/7/27 11:41,1,2,1,0,0,0,1.38351335
2018/7/27 11:42,1,2,1,0,0,0,0.24867249
2018/7/27 11:43,1,2,1,0,0,0,0.629325656
2018/7/27 11:44,1,2,1,0,0,0,0.021297031
2018/7/27 11:45,1,2,1,0,0,0,1.463348518
2018/7/27 11:46,1,2,1,0,0,0,1.942831225
2018/7/27 11:47,1,2,1,0,0,0,3.037111599
2018/7/27 11:48,1,2,1,0,0,0,4.298466112
2018/7/27 11:49,1,2,1,0,0,0,4.718699508
2018/7/27 11:50,1,2,1,0,0,0,4.788223416
2018/7/27 11:51,1,2,1,0,0,0,2.947493226
2018/7/27 11:52,1,2,1,0,0,0,2.339552631
2018/7/27 11:53,1,2,1,0,0,0,2.614846758
2018/7/27 11:54,1,2,1,0,0,0,4.371079971
2018/7/27 11:55,1,2,1,0,0,0,4.537937349
2018/7/27 11:56,1,2,1,0,0,0,4.610551208
2018/7/27 11:57,1,2,1,0,0,0,4.81912293
2018/7/27 11:58,1,2,1,0,0,0,2.693770072
2018/7/27 11:59,1,2,1,0,0,0,0.389712624
2018/7/27 12:00,1,2,1,0,0,0,0.659237529
